"song_count","id","title","all_artists","popularity","release_date","genre","danceability","energy","key","loudness","mode","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
451,"1qEmFfgcLObUfQm0j1W2CK",Late Night Talking,Harry Styles,88,"2022-05-20",{'pop'},0.714,0.728,10,-4.595,1,0.298,0.0,0.106,0.901,114.996,177955,4
454,"1GglmI9q5ABCHSBoZrMHSu",All The Things She Said,Jasmine Clarke,55,"2020-09-25",set(),0.575,0.556,9,-10.64,0,0.17,0.0476,0.0956,0.303,180.153,131343,4
459,"2Ro9FLIVhPwIQopSr48oJT",Wildfire,Seafret,57,"2016-01-29",{'folk-pop'},0.587,0.58,6,-7.867,1,0.252,0.00243,0.105,0.193,131.953,224800,4
460,"4wuCQX7JvAZLlrcmH4AeZF",Cross Me (feat. Chance the Rapper & PnB Rock),PnB Rock,63,"2019-07-12","{'melodic rap', 'pop rap', 'chicago rap', 'hip hop', 'trap', 'rap', 'conscious hip hop', 'uk pop', 'pop'}",0.746,0.787,4,-6.373,1,0.212,0.0,0.0669,0.607,95.005,206187,4
461,"1AI7UPw3fgwAFkvAlZWhE0",Take Me Back to London (feat. Stormzy),Stormzy,67,"2019-07-12","{'singer-songwriter pop', 'uk hip hop', 'grime', 'uk pop', 'pop'}",0.885,0.762,8,-5.513,0,0.219,0.0,0.162,0.605,138.058,189733,4
463,"5jzKL4BDMClWqRguW5qZvh",Teenage Dream,Katy Perry,76,"2010-01-01",{'pop'},0.719,0.798,10,-4.582,1,0.0162,0.00000234,0.134,0.591,120.011,227741,4
464,"1y4eb6hmAvsqlDOl3fx9kk",Hot N Cold,Katy Perry,73,"2008-06-17",{'pop'},0.706,0.841,7,-3.956,1,0.0000795,0.0,0.0688,0.861,132.032,220227,4
473,"6WC5fhc9XMaCrUNKNjm9xE",Thumbs,Sabrina Carpenter,72,"2016-10-14",{'pop'},0.73,0.718,8,-3.496,1,0.0284,0.0,0.0892,0.127,135.045,216467,4
481,"64Jyg9AzWl3AHdnkKPmY4T","2AM.",Sage The Gemini,60,"2014-01-01","{'southern hip hop', 'pop rap', 'trap', 'hyphy', 'pop r&b'}",0.849,0.534,4,-6.365,1,0.0472,0.0,0.25,0.599,102.014,237653,4
482,"60nXduun3ybrHhtDOUmGmV","Nails, Hair, Hips, Heels",Todrick Hall,6,"2019-05-23",{'strut'},0.934,0.611,1,-8.688,1,0.339,0.00000657,0.0853,0.782,126.012,236190,4
484,"5CalS8Gn69OOrR9aiw0ZO9",Honeybee,The Head And The Heart,68,"2019-05-17","{'folk-pop', 'stomp and holler', 'seattle indie'}",0.642,0.52,9,-7.886,1,0.118,0.000509,0.552,0.488,136.014,196055,4
491,"3dNjUFt6EFU4Gq6Q5vfJqf",Girls Like Girls,Hayley Kiyoko,63,"2015-02-03","{'alt z', 'indie poptimism', 'pop'}",0.611,0.701,6,-5.235,1,0.0109,0.00000983,0.0994,0.604,142.027,229656,4
495,"0WT7M7AznSiyrcEJGhJJ3h",Bumblebee,Rachel Brown,3,"2011-02-22",set(),0.511,0.529,4,-8.341,1,0.658,0.0,0.0986,0.494,77.488,226905,4
496,"20ORwCJusz4KS2PbTPVNKo",Leavin',Jesse McCartney,64,"2008","{'dance pop', 'post-teen pop', 'pop'}",0.687,0.71,9,-5.84,1,0.0283,0.00000371,0.0689,0.886,79.235,216880,4
500,"1HwpWwa6bnqqRhK8agG4RS",Beautiful Soul,Jesse McCartney,72,"2004-01-01","{'dance pop', 'post-teen pop', 'pop'}",0.66,0.666,9,-4.342,1,0.0759,0.0,0.0268,0.933,89.975,214227,4
501,"3tJ4y2Zqx6gM9xOAuFfsSF",Cool Girl,Tove Lo,66,"2016-10-28","{'swedish electropop', 'swedish pop', 'pop', 'swedish synthpop', 'metropopolis'}",0.674,0.694,9,-7.076,0,0.313,0.00000717,0.0752,0.203,101.993,199179,4
503,"4zrKN5Sv8JS5mqnbVcsul7",Celestial,Ed Sheeran,79,"2022-09-29","{'singer-songwriter pop', 'uk pop', 'pop'}",0.574,0.852,2,-1.248,1,0.0529,0.0,0.161,0.501,123.038,209027,4
506,"3L08akAE8Fweu2Hnw8ZMJ4",Forgot to Laugh,Bridgit Mendler,42,"2012-01-01","{'post-teen pop', 'pop'}",0.572,0.803,5,-4.088,1,0.0126,0.000123,0.168,0.747,181.972,189920,4
507,"6T5eAjtjBQJEWVGtndJ9XA",Who Knows,BEGINNERS,38,"2014-02-13",{'bossbeat'},0.583,0.82,5,-4.144,1,0.0443,0.61,0.0791,0.575,128.011,192502,4
508,"0lQyu3gXsyuDj1MvZiVzXc","22 Make",Oh Wonder,41,"2022-10-07","{'indie poptimism', 'pov: indie', 'electropop'}",0.619,0.677,10,-9.087,1,0.515,0.0109,0.248,0.674,100.011,212275,4
509,"0vrGg6n72wLwgv32jeewgi",Move Me,half•alive,47,"2022-02-11","{'alt z', 'pov: indie'}",0.637,0.606,3,-5.697,1,0.0744,0.0777,0.176,0.466,155.005,216533,1
511,"55cwGtYrExG7slEAor5jeR",rocket science,vaultboy,73,"2021-11-09",{'singer-songwriter pop'},0.741,0.622,10,-8.006,1,0.137,0.0,0.106,0.47,136.014,152987,4
517,"65Bynqyt59f3fojjs1Uo41",Stay With Me (feat. Jeremy Zucker),Jeremy Zucker,55,"2018-08-31","{'alt z', 'electropop', 'indie electropop', 'pop'}",0.694,0.695,2,-6.612,1,0.489,0.000159,0.131,0.468,100.035,189787,4
522,"7712gjoih4QoDbXpljEk21",Paris,Taylor Swift,75,"2022-10-22",{'pop'},0.7,0.509,7,-10.547,1,0.112,0.0000327,0.137,0.345,110.947,196259,4
523,"5kiZGSxgqPdv6rbqL9THdd",High Infidelity,Taylor Swift,74,"2022-10-22",{'pop'},0.646,0.529,10,-10.179,1,0.723,0.0,0.0885,0.755,87.862,231475,4
528,"69XWcpV2x4YZWaCvstSRlK",Honey Hold Me,Morningsiders,66,"2019-03-29",{'folk-pop'},0.606,0.567,0,-6.841,1,0.367,0.00325,0.19,0.521,82.012,181455,4
530,"4Dy2WsitD8WSy1zyh5pKBf",Fever Dream,Hurtwave,8,"2021-04-30",{'modern alternative pop'},0.541,0.719,10,-7.017,1,0.31,0.0,0.0871,0.102,130.053,229154,4
534,"22eqegdVyWgAQAwLkm7L9b",September,James Arthur,51,"2021-06-10","{'talent show', 'uk pop', 'pop'}",0.641,0.551,9,-6.165,1,0.147,0.0,0.12,0.417,102.912,220891,4
535,"4mGRwVmJgYfM6buErDPI5U",Castles,World's First Cinema,0,"2022-07-29","{'uk dance', 'pop dance'}",0.646,0.886,4,-4.177,1,0.014,0.0,0.097,0.434,124.953,215528,4
537,"2gRKq9rIC5i1zuxp06zJWH",What's Left of You,Chord Overstreet,64,"2021-06-04",{'acoustic pop'},0.731,0.507,0,-6.477,1,0.572,0.0,0.0912,0.265,117.969,178600,4
538,"7mI47ohbaXHF8Kgt1wAgbc",Nobody Else,Cole Norton,50,"2020-07-10",set(),0.596,0.513,2,-9.846,1,0.293,0.0,0.112,0.23,123.01,212729,4
542,"583Fc6qU9thMdXu64j1Wus",Nights Like This,St. Lundi,71,"2021-09-03",{'uk pop'},0.664,0.669,1,-5.83,1,0.0487,0.0,0.207,0.555,115.91,190326,4
548,"7xapw9Oy21WpfEcib2ErSA",Mistletoe,Justin Bieber,63,"2011-01-01","{'canadian pop', 'pop'}",0.657,0.56,6,-9.049,0,0.498,0.0,0.0794,0.854,161.993,182947,4
552,"64ch5GFGb2lq9NbjPdjkaM",Summerland,half•alive,53,"2022-02-11","{'alt z', 'pov: indie'}",0.709,0.799,2,-4.985,1,0.272,0.0,0.452,0.699,103.879,229653,4
553,"1utCtRS9AKwl9Kj2jVD1Cr",Hot Tea,half•alive,52,"2022-02-11","{'alt z', 'pov: indie'}",0.538,0.676,10,-4.73,0,0.0855,0.0,0.202,0.378,126.035,174400,4
554,"5norEDC5hzjxQIPlyKteMk",Back Around,half•alive,41,"2022-02-11","{'alt z', 'pov: indie'}",0.682,0.833,10,-4.675,1,0.162,0.00000274,0.609,0.579,120.03,224920,4
555,"3CftudKRHDfd1NuB2bYTFj",High Up,half•alive,44,"2022-12-02","{'alt z', 'pov: indie'}",0.644,0.738,5,-6.367,1,0.191,0.00167,0.117,0.532,145.998,209160,4
556,"7Gk8IPlFTLUcoIH3mtASI0",Record Player,AJR,59,"2022-10-27","{'pov: indie', 'brooklyn indie'}",0.665,0.686,11,-7.049,0,0.247,0.0,0.062,0.927,73.987,149538,4
565,"3KM1RuZ2aZlfnX5tuaPafx",Mindreader,Ella Vos,0,"2023-01-13","{'indie electropop', 'indie poptimism', 'alt z', 'electropop', 'la pop'}",0.647,0.724,8,-7.165,0,0.217,0.0781,0.126,0.702,106.985,190396,4
598,"3Qm34CS0ZOhQeUgr0O6St6",think about u,Syence,11,"2021-10-15",{'stutter house'},0.601,0.761,10,-3.621,0,0.264,0.0,0.136,0.405,151.799,170526,4
603,"4DZghpw50ZnO3ckfDuNkft",New Religion,The Heydaze,57,"2017-04-14",{'hopebeat'},0.537,0.863,7,-4.46,1,0.00201,0.0,0.201,0.484,97.02,203587,4
604,"5LbYbAkAQl6fEzc3T8QT6K",All I've Built,Holden Miller,12,"2022-06-24",{'singer-songwriter pop'},0.658,0.69,5,-8.304,1,0.0768,0.00989,0.667,0.489,144.915,188267,4
607,"5uMoppTUGhP4l1Unv4OaMX",Lost,Blake Rose,66,"2020-11-06","{'australian electropop', 'singer-songwriter pop'}",0.597,0.687,4,-6.536,1,0.216,0.0,0.107,0.502,94.749,234623,4
608,"56U84FLjFgsEY6NZvuxa3U",Something to Someone,Dermot Kennedy,50,"2022-11-18","{'folk-pop', 'irish pop', 'uk pop'}",0.521,0.869,0,-6.278,1,0.247,0.00000155,0.0765,0.418,146.931,198107,4
609,"0cgFnx6yIVv3RrqXlZTiGZ",I Wanna Dance With Somebody - Who Loves Me,Smith & Thell,56,"2022-05-20",{'swedish pop'},0.593,0.787,2,-6.429,1,0.038,0.0,0.194,0.507,125.957,203538,4
610,"3q9PVufz68TRvOao25IMNk",MOTTO,NF,67,"2023-03-09","{'hip hop', 'pop rap'}",0.685,0.882,0,-4.103,0,0.082,0.0,0.286,0.715,80.283,217272,4
613,"0yLdNVWF3Srea0uzk55zFn",Flowers,Miley Cyrus,92,"2023-01-13",{'pop'},0.707,0.681,0,-4.325,1,0.0632,0.00000515,0.0322,0.646,117.999,200455,4
617,"6p9vTtbwiVHMahR5UwNI7k",Ungrateful Eyes,Jon Bellion,46,"2013-12-10",{'indie pop rap'},0.786,0.75,5,-5.137,1,0.213,0.00000562,0.0869,0.656,119.967,204760,4
630,"5vlEg2fT4cFWAqU5QptIpQ",Replay,Iyaz,74,"2009-08-11","{'dance pop', 'post-teen pop', 'pop rap'}",0.706,0.751,9,-6.323,1,0.173,0.0,0.168,0.195,91.031,182307,4
632,"1z3IMCIkXgToOI9idKDSrU",Get Me out of Here,Milva,47,"2020-07-03",set(),0.68,0.64,11,-6.957,1,0.0231,0.00000502,0.0893,0.61,103.094,186250,4
634,"40EJ13BOHJ4e7HAJ0GzKIC",Leap Of Faith,Christopher,49,"2021-03-26",{'danish pop'},0.677,0.631,11,-6.729,0,0.101,0.0,0.132,0.368,126.88,217714,4
636,"0p4K6vPDV2bnwCK1hihpt7",Good In Me,Andy Grammer,52,"2022-11-11","{'post-teen pop', 'neo mellow'}",0.571,0.588,2,-7.84,1,0.155,0.0000121,0.197,0.325,96.886,181270,3
647,"3vBTFVEcGhmH13Y0Lj9UTN",BULLET,NF,67,"2023-04-07","{'hip hop', 'pop rap'}",0.668,0.883,6,-4.031,0,0.287,0.0,0.48,0.144,82.874,222511,4
656,"1squCbXxHkHAO0VYRjTl2S",Worth It,Colbie Caillat,65,"2023-04-21","{'dance pop', 'neo mellow', 'pop'}",0.515,0.661,1,-6.776,1,0.0957,0.0,0.0985,0.376,155.928,183107,4
658,"4u4A4lPpiw54evLxTaLeRJ",Dusty,Ed Sheeran,67,"2023-05-05","{'singer-songwriter pop', 'uk pop', 'pop'}",0.711,0.55,2,-9.682,1,0.226,0.00928,0.12,0.616,146.928,223033,4
660,"2ISSQPb9LHHiV6ng2NXosL",Beautiful Now,Jon Bellion,71,"2015-05-18","{'complextro', 'edm', 'indie pop rap', 'pop dance', 'pop', 'german techno'}",0.628,0.833,11,-4.126,0,0.0079,0.0000148,0.074,0.56,128.003,218293,4
666,"4Sk74gcXTe9dnE1HU5Pn1y",The Bottom,Gracie Abrams,62,"2021-11-12",{'alt z'},0.722,0.596,5,-5.072,1,0.414,0.0000092,0.133,0.903,94.512,180489,3
668,"0n56JNrFkvV9PobjydZiSa",Adventure Is Out There,AJR,50,"2021-03-26",{'pov: indie'},0.566,0.534,8,-8.833,1,0.0774,0.00000952,0.156,0.594,161.872,211103,4
669,"6N22Yl2nHPnksP1hu3mxJE",I Don't Belong In This Club,Macklemore,52,"2019-03-20","{'boy band', 'seattle hip hop', 'pop rap', 'pop'}",0.797,0.543,11,-5.744,1,0.0202,0.0,0.0726,0.164,115.036,222621,4
670,"5C8ySsx3AT121g24uYR823",NO BAD DAYS (feat. Collett),Collett,73,"2023-03-03","{'seattle hip hop', 'pop rap'}",0.769,0.858,8,-6.01,1,0.117,0.0186,0.157,0.86,160.049,173453,4
673,"0k5xkItU0tExRQwVtamps7",End of the Road,Nick Luebke,33,"2013-03-05",set(),0.715,0.768,0,-6.693,1,0.34,0.0,0.383,0.526,93.034,193871,4
674,"5meVa5klVlJalupZTvv5XX","21",Gracie Abrams,72,"2020-07-14",{'alt z'},0.759,0.665,2,-6.338,1,0.494,0.0,0.109,0.391,125.056,185173,4
678,"6nH085xLjZhrZpqlgs46M4",Indigo,Adelaide James,25,"2023-05-10",{'nyc pop'},0.782,0.661,1,-6.06,1,0.198,0.000244,0.114,0.559,170.053,157815,4
683,"2y0zJlae50VyzO7NCrQe06",Heartworks,Wingtip,65,"2019-10-02",{'nyc pop'},0.777,0.527,5,-7.195,1,0.126,0.0000119,0.09,0.753,105.017,159755,4
685,"4djIFfof5TpbSGRZUpsTXq",Talk Too Much,COIN,73,"2017-04-21",{'pov: indie'},0.598,0.888,4,-5.119,1,0.00947,0.0,0.347,0.482,103.966,187133,4
686,"06ncaphlb6ccM7tdUgGhW4",MANIAC (feat. Windser),Windser,56,"2023-03-03","{'seattle hip hop', 'pop rap'}",0.708,0.674,11,-7.434,1,0.137,0.0,0.258,0.736,152.051,180902,4
688,"6fKpX8Zm3BR8SaZ4p20TA6",Smoke and Mirrors,DOUBLECAMP,59,"2020-07-08",{'modern indie pop'},0.745,0.681,4,-5.733,1,0.051,0.00000126,0.314,0.91,149.962,191348,4
689,"6uc6et9rL6dHhdnLc5LsFP",Did I Make You Up?,half•alive,56,"2022-12-02","{'alt z', 'pov: indie'}",0.714,0.623,9,-5.636,1,0.452,0.0000756,0.0789,0.285,95.048,149773,4
690,"6ygnNi801EHjdr9uU3YuZE",Only Human,Ryan Mack,70,"2022-02-15","{'singer-songwriter pop', 'irish pop'}",0.702,0.509,7,-7.088,0,0.176,0.0,0.049,0.673,179.917,135560,4
692,"7DbdUf8aHSYoliSjO6LZv6","Sex, Drugs, Etc.",Beach Weather,83,"2016-11-04",set(),0.572,0.839,4,-5.083,0,0.013,0.00976,0.522,0.465,143.969,196784,4
695,"72RzbSNBYwD9KupDKRwWZ0",Passion Fashion,Jon Bellion,46,"2019-08-07","{'folk-pop', 'banjo', 'indie pop rap', 'stomp and holler'}",0.651,0.839,5,-4.644,1,0.0114,0.0000272,0.371,0.767,84.954,203239,4
706,"3k79jB4aGmMDUQzEwa46Rz",vampire,Olivia Rodrigo,98,"2023-06-30",{'pop'},0.511,0.532,5,-5.745,1,0.169,0.0,0.311,0.322,137.827,219724,4
707,"6nzXkCBOhb2mxctNihOqbb",Bad Girls,M.I.A.,76,"2013-01-01","{'new rave', 'escape room', 'indietronica'}",0.639,0.912,1,-2.621,1,0.00107,0.0,0.097,0.343,143.448,227520,4
708,"2etHQJxIbV0soyPhelVs9Y",Best Friend (feat. Doja Cat),Doja Cat,74,"2021-01-07","{'dance pop', 'trap queen', 'cali rap', 'pop'}",0.84,0.766,4,-4.12,1,0.00302,0.00000361,0.0684,0.402,94.018,155884,4
710,"3DarAbFujv6eYNliUTyqtz",Kiss Me More (feat. SZA),SZA,83,"2021-06-25","{'r&b', 'dance pop', 'rap', 'pop'}",0.764,0.705,8,-3.463,1,0.259,0.0000892,0.12,0.781,110.97,208667,4
24,"6ReTCbOAUbnKKVBY0ckJMS",Manhattan,Blossom Dearie,50,"1958-01-01",{'vocal jazz'},0.413,0.0342,8,-26.111,1,0.952,0.000314,0.127,0.177,102.662,259707,4
28,"0OGo0CHKYXBzb9A9KdtQLz",Tout Doucement,Blossom Dearie,53,"1957-04-01",{'vocal jazz'},0.488,0.156,8,-17.617,1,0.89,0.0,0.14,0.379,96.576,143760,4
61,"4fIWvT19w9PR0VVBuPYpWA",Haven't Met You Yet,Michael Bublé,72,"2009-10-06","{'jazz pop', 'lounge', 'canadian pop', 'adult standards'}",0.615,0.733,8,-4.808,1,0.152,0.0,0.109,0.796,122.58,244587,4
67,"5r8cnleYmzVjuLzVRQXqbW",Put Your Head on My Shoulder,Michael Bublé,44,"2003","{'jazz pop', 'lounge', 'canadian pop', 'adult standards'}",0.25,0.253,2,-13.568,1,0.78,0.000849,0.14,0.103,119.399,266867,4
103,"2oFgZSzpbXscqwZQyoFIzW",The Peacocks,Tony Reedus,29,"2004-09-21",{'jazz trio'},0.386,0.148,0,-18.921,0,0.949,0.792,0.0665,0.128,94.88,567920,4
105,"3KT0SEsaO5RuzQv1pIKDEx",Plus Je T'embrasse,Blossom Dearie,47,"1958-01-01",{'vocal jazz'},0.621,0.108,0,-17.413,0,0.917,0.0,0.106,0.448,136.947,151533,4
153,"3Mc9PmuAGNevSiKMZsGKtA",You've Got A Friend In Me,Joshua Redman,34,"2011-01-01","{'straight-ahead jazz', 'jazz', 'contemporary jazz', 'jazz saxophone', 'contemporary post-bop'}",0.702,0.192,0,-11.689,0,0.822,0.702,0.142,0.368,129.06,235333,4
156,"5phLXp2XdLBwLuftxbGe2T",On an Evening in Roma (Sott'er Celo de Roma),Michael Bublé,0,"2016-09-23","{'jazz pop', 'lounge', 'canadian pop', 'adult standards'}",0.431,0.334,6,-7.645,1,0.684,0.00000289,0.119,0.658,137.021,162520,4
177,"1emJEaD89zDqqY2QdgWiqW",Don’t Stop,Jon Batiste,34,"2018-09-28",{'new orleans jazz'},0.382,0.172,6,-12.637,0,0.95,0.000137,0.117,0.155,77.734,229880,4
180,"4ILOGFnSMDzbtn0zXMCFwW",Try Your Wings,Blossom Dearie,39,"1997-01-01",{'vocal jazz'},0.555,0.0287,5,-22.592,1,0.984,0.000146,0.18,0.294,120.47,203733,4
181,"0PH9BOy0zeIuxiDuaUYl4P",How Little We Know,Susannah McCorkle,0,"1996-01-01","{'vocal jazz', 'contemporary vocal jazz'}",0.597,0.224,1,-12.736,1,0.872,0.0,0.0918,0.406,122.084,220560,4
184,"5qRJZGqWHMpKRxk8rmAVto",Gloomy Sunday,Branford Marsalis,35,"2004-01-01","{'jazz saxophone', 'new orleans jazz', 'jazz', 'contemporary post-bop'}",0.421,0.0967,7,-16.441,0,0.91,0.415,0.218,0.183,77.401,763467,4
185,"6ybViy2qrO9sIi41EgRJgx",Don't Know Why,Norah Jones,5,"2002-02-26","{'jazz pop', 'vocal jazz', 'contemporary vocal jazz'}",0.732,0.198,5,-11.775,1,0.883,0.000011,0.0659,0.618,88.174,186147,4
195,"6crfO56bDm0RjpctUuGs5X",I'm In The Mood For Love,Julie London,61,"1955-12-01","{'torch song', 'vocal jazz'}",0.58,0.0545,9,-14.594,0,0.963,0.000265,0.0967,0.177,123.341,149827,4
211,"5b7OgznPJJr1vHNYGyvxau",Fly Me To The Moon (In Other Words),Count Basie,74,"1962-12-10","{'swing', 'adult standards', 'vocal jazz', 'harlem renaissance', 'jazz', 'easy listening', 'lounge', 'jazz piano', 'big band'}",0.668,0.26,7,-14.256,1,0.453,0.0,0.0621,0.368,119.416,147000,4
212,"2EIaO5knwUA3F2qnf9LV3S",Beyond the Sea,Bobby Darin,57,"2004-11-23","{'vocal jazz', 'adult standards', 'easy listening', 'rock-and-roll', 'lounge'}",0.521,0.516,2,-7.456,0,0.723,0.0,0.257,0.569,136.483,172480,4
246,"7azKk54xoNtNRv2g7KjGYD",La mer - Beyond the Sea,Stéphane Grappelli,24,"2005-10-17","{'swing', 'jazz guitar', 'gypsy jazz', 'french jazz', 'jazz', 'jazz violin'}",0.42,0.339,5,-10.402,1,0.968,0.459,0.0992,0.403,93.959,257680,4
268,"6YNMblb8KCYybR74rBvULv",The Next Step,Kamasi Washington,0,"2015-05-05","{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}",0.35,0.352,10,-11.428,1,0.415,0.783,0.0773,0.113,113.982,888851,4
269,"0HRxKhMUnbUkNlthfy638e",Isabelle,Kamasi Washington,0,"2015-05-05","{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}",0.326,0.426,9,-12.941,0,0.716,0.889,0.113,0.163,133.461,732539,4
270,"2oMpRIXgSHpmdOMPLGn4c9",Askim,Kamasi Washington,0,"2015-05-05","{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}",0.347,0.576,5,-10.094,0,0.0508,0.786,0.112,0.387,107.196,754641,3
271,"23cs3f5e8dQ3UUOFHHv4D5",Change of the Guard,Kamasi Washington,0,"2015-05-05","{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}",0.29,0.765,9,-8.988,0,0.0828,0.863,0.105,0.366,117.986,735808,4
272,"2m9qCOrGUqNfi5ssNXktKp",Knowledge,Kamasi Washington,0,"2017-09-29","{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}",0.217,0.865,3,-6.719,1,0.643,0.761,0.107,0.365,77.548,231941,4
273,"7KkpZSHhQXcecsB0Hgu4Wd",Desire,Kamasi Washington,0,"2017-09-29","{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}",0.306,0.65,0,-10.073,1,0.553,0.776,0.136,0.374,88.088,276910,4
274,"5k46C7aYLCMI0YnoQdohZf",Integrity,Kamasi Washington,0,"2017-09-29","{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}",0.344,0.921,2,-7.421,1,0.546,0.919,0.236,0.408,103.262,227493,4
275,"41AtPa0RB4WZxbMag1S5Ym",Truth,Kamasi Washington,0,"2017-09-29","{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}",0.309,0.838,2,-8.134,1,0.0851,0.63,0.143,0.391,115.26,810322,4
276,"6BOru56RwBcQli1OWeMb68",Humility,Kamasi Washington,0,"2017-09-29","{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}",0.416,0.913,9,-5.239,1,0.0814,0.851,0.275,0.385,112.766,166165,4
284,"13JiZ2CbI93mkc4C9dYmDS","My, My, My",Gerald Albright,0,"1990-10-30","{'smooth jazz', 'jazz saxophone', 'smooth saxophone'}",0.608,0.721,0,-7.28,1,0.276,0.704,0.0768,0.716,152.442,307600,4
315,"6VtN9E9WbYtjLnJwZO3MER",Play That Funky Music,David Sanborn,18,"2006-06-13","{'jazz funk', 'smooth jazz', 'modern big band', 'smooth saxophone', 'jazz orchestra', 'jazz saxophone', 'big band'}",0.76,0.905,0,-4.446,1,0.122,0.8,0.046,0.652,110.977,373280,4
316,"6O1Wq633TG4EGDPbVZW7YU",Hunting Wabbits,Gordon Goodwin's Big Phat Band,28,"2003-09-23","{'jazz orchestra', 'big band', 'modern big band'}",0.664,0.537,0,-4.087,0,0.719,0.846,0.0581,0.449,158.207,380867,4
317,"3MmtFohpZUmEzwUQgJvg0I",The Jazz Police,Gordon Goodwin's Big Phat Band,36,"2003-09-23","{'jazz orchestra', 'big band', 'modern big band'}",0.551,0.918,5,-0.837,1,0.121,0.578,0.0723,0.557,169.819,319173,4
318,"5BRipbXVxysFmKUdu8tLZK",Count Bubba,Gordon Goodwin's Big Phat Band,32,"2001-01-23","{'jazz orchestra', 'big band', 'modern big band'}",0.667,0.528,5,-5.725,0,0.472,0.656,0.138,0.554,91.316,453333,4
323,"0hHTTR3J3396GyeWFvFBfh",The Next Level,Gerald Albright,12,"2002-01-01","{'smooth jazz', 'jazz saxophone', 'smooth saxophone'}",0.724,0.878,5,-5.683,1,0.308,0.87,0.316,0.903,100.005,283173,4
326,"4zPDjRgceGrR0Sm54YDTTf",Autumn Nocturne,Lou Donaldson,57,"1958","{'hard bop', 'soul jazz', 'bebop', 'jazz saxophone'}",0.539,0.0678,0,-18.039,1,0.967,0.168,0.114,0.263,124.105,294667,4
330,"7KJ3nYbH2T7nJ0Viwl67bx",September,Gordon Goodwin's Big Phat Band,17,"2008-09-30","{'jazz orchestra', 'big band', 'modern big band'}",0.815,0.61,2,-4.902,0,0.407,0.00000449,0.0377,0.933,128.0,270640,4
332,"5smXYECnd8cqQrCaEKyvc3",I Stand Accused,Gerald Albright,7,"2008-01-01","{'smooth jazz', 'jazz saxophone', 'smooth saxophone'}",0.629,0.516,5,-5.891,1,0.58,0.696,0.122,0.326,125.897,310307,3
333,"7fAsAJyr2vrgEugz9el8d6",Act Your Age,Gordon Goodwin's Big Phat Band,23,"2008-09-30","{'jazz orchestra', 'big band', 'modern big band'}",0.837,0.711,0,-5.246,0,0.252,0.607,0.0808,0.883,125.99,348907,4
335,"2LqV2d9yAVyCMRO7EQWvmi",You've Got A Friend In Me,Tom Scott,0,"1999-01-01","{'smooth jazz', 'jazz funk'}",0.565,0.5,9,-8.6,1,0.28,0.743,0.127,0.693,133.107,177693,4
340,"6rK27cC9hX0e1Chrnxo9Vn",My Romance - Rudy Van Gelder Remaster,Gene Ammons,54,"2006-01-01","{'jazz saxophone', 'soul jazz'}",0.519,0.0422,1,-10.778,1,0.966,0.929,0.124,0.397,130.436,252947,3
341,"7Kc85wFZ9UBoGEBCtGrQnK",Minsoldat (My Soldier),Kristian Leth,0,"2013-06-25","{'danish indie', 'swedish jazz', 'danish jazz', 'german jazz', 'jazz saxophone'}",0.461,0.192,5,-12.535,0,0.945,0.844,0.12,0.34,67.011,506320,4
342,"6f6OQJv9qjqyJq9NHin45n",Blue Ballad,Space Jazz Trio,41,"2011-09-19","{'jazz saxophone', 'contemporary post-bop'}",0.47,0.156,2,-17.036,1,0.623,0.187,0.104,0.059,118.176,394920,4
349,"6JXGqMLXr0WhiJ6rtI8S4W",Hammerhead,Jeff Beck,37,"2010-03-10","{'jazz fusion', 'symphonic rock', 'album rock', 'british blues', 'classic rock', 'blues rock', 'instrumental rock', 'hard rock', 'electric blues', 'art rock', 'blues', 'progressive rock'}",0.299,0.715,7,-4.575,1,0.00629,0.483,0.233,0.348,112.608,255320,4
352,"1gcuhZPKmTYvn5VT5EZLR6",Cheek To Cheek,Louis Armstrong,0,"1956-01-01","{'swing', 'jazz blues', 'dixieland', 'adult standards', 'vocal jazz', 'new orleans jazz', 'jazz', 'harlem renaissance', 'soul', 'jazz trumpet'}",0.654,0.311,0,-13.314,1,0.595,0.0,0.125,0.677,122.167,353267,4
354,"4hImrvUZbnx5kUl8MouTnd",Winelight,Gerald Albright,35,"2006-07-18","{'smooth jazz', 'jazz saxophone', 'smooth saxophone'}",0.776,0.786,5,-6.976,0,0.208,0.839,0.11,0.669,98.998,352573,4
